(2, (10616087, 2, 'NY'))
(2, (10276421, 2, 'NY'))
(2, (1645026, 2, 'NY'))
(2, (9679537, 2, 'NY'))
(2, (9694816, 2, 'NY'))
(2, (807677, 2, 'NY'))
(2, (9791193, 2, 'NY'))
(2, (4178844, 2, 'NY'))
(2, (8792006, 2, 'NY'))
(2, (901296, 2, 'NY'))
(2, (436535, 2, 'NY'))
(2, (1788809, 2, 'NY'))
(2, (7593470, 2, 'NY'))
(2, (9259255, 2, 'NY'))
(2, (5717693, 2, 'NY'))
(2, (9582137, 2, 'NJ'))
(2, (3837685, 2, 'NY'))
(2, (1898737, 2, 'NY'))
(2, (1553271, 2, 'NY'))
(2, (7480158, 2, 'PA'))
(2, (7277683, 2, 'NY'))
(2, (8618477, 2, 'NY'))
(2, (365573, 2, 'NY'))
(2, (5618865, 2, 'NY'))
(2, (10566146, 2, 'NY'))
(2, (3922922, 2, 'NY'))
(2, (8066601, 2, 'NY'))
(2, (1988425, 2, 'NJ'))
(2, (25244, 2, 'NY'))
(2, (2249962, 2, 'NY'))
(2, (485030, 2, 'NY'))
(2, (9621351, 2, 'NY'))
(2, (3258578, 2, 'NY'))
(2, (3105906, 2, 'NY'))
(2, (2251066, 2, 'NY'))
(2, (1417336, 2, 'NY'))
(2, (3220221, 2, 'NY'))
(2, (7780792, 2, 'VA'))
(2, (2126282, 2, 'NY'))
(2, (3449455, 2, 'NY'))
(2, (3095395, 2, 'AL'))
(2, (1047860, 2, 'NY'))
(2, (3003541, 2, 'NY'))
(2, (4125620, 2, 'NY'))
(2, (7242303, 2, 'PA'))
(2, (5193035, 2, 'NY'))
(2, (7374831, 2, 'NY'))
(2, (2345431, 2, 'NY'))
(2, (943458, 2, 'NY'))
(2, (5927465, 2, 'NY'))
(2, (451496, 2, 'NY'))
(2, (6186528, 2, 'NY'))
(2, (262245, 2, 'NY'))
(2, (1821268, 2, 'NY'))
(2, (8344705, 2, 'NY'))
(2, (4345787, 2, 'NY'))
(2, (6086694, 2, 'NY'))
(2, (7438010, 2, 'NY'))
(2, (1723349, 2, 'NY'))
(2, (1795070, 2, 'NY'))
(2, (4264568, 2, 'NY'))
(2, (2138571, 2, 'NY'))
(2, (4160631, 2, 'NY'))
(2, (10305065, 2, 'NY'))
(2, (5349215, 2, 'NY'))
(2, (2635427, 2, 'NY'))
(2, (5852869, 2, 'NJ'))
(2, (7695154, 2, 'NY'))
(2, (612479, 2, 'NY'))
(2, (6971660, 2, 'NY'))
(2, (2240825, 2, 'MA'))
(2, (1747478, 2, 'NY'))
(2, (10528208, 2, 'NY'))
(2, (5866931, 2, 'NY'))
(2, (1504250, 2, 'NY'))
(2, (9113602, 2, 'MA'))
(2, (5344650, 2, 'NY'))
(2, (9049600, 2, 'NY'))
(2, (6481752, 2, 'NY'))
(2, (356072, 2, 'NY'))
(2, (716806, 2, 'NY'))
(2, (2528940, 2, 'NY'))
(2, (296892, 2, 'NY'))
(2, (7385371, 2, 'NY'))
(2, (5363548, 2, 'NY'))
(2, (5568979, 2, 'NY'))
(2, (10624147, 2, 'NY'))
(2, (6483135, 2, 'NY'))
(2, (5322363, 2, 'NY'))
(2, (1787541, 2, 'NY'))
(2, (3978356, 2, 'NY'))
(2, (3678839, 2, 'NY'))
(2, (2424665, 2, 'NY'))
(2, (9197167, 2, 'NY'))
(2, (5967393, 2, 'NJ'))
(2, (968564, 2, 'NJ'))
(2, (5690413, 2, 'NJ'))
(2, (6337985, 2, 'NY'))
(2, (3000989, 2, 'NM'))
(2, (7436273, 2, 'NY'))
(2, (8044046, 2, 'NY'))
(2, (2958698, 2, 'VA'))
(2, (10077995, 2, 'NY'))
(2, (2899104, 2, 'NY'))
(2, (7501974, 2, 'NY'))
(2, (5323844, 2, 'NY'))
(2, (8269391, 2, 'NY'))
